Gene stable ID,Gene name,Chromosome/scaffold name
ENSG00000182600,SNORC,2
ENSG00000066248,NGEF,2
ENSG00000222001,,2
ENSG00000115488,NEU2,2
ENSG00000168918,INPP5D,2
ENSG00000289129,,2
ENSG00000263941,RN7SL32P,2
ENSG00000085978,ATG16L1,2
ENSG00000252010,SCARNA5,2
ENSG00000251791,SCARNA6,2
ENSG00000130561,SAG,2
ENSG00000259793,,2
ENSG00000077044,DGKD,2
ENSG00000201013,Y_RNA,2
ENSG00000085982,USP40,2
ENSG00000271639,PPFIA1P1,2
ENSG00000228949,UGT1A12P,2
ENSG00000227846,UGT1A11P,2
ENSG00000242366,UGT1A8,2
ENSG00000242515,UGT1A10,2
ENSG00000234143,UGT1A13P,2
ENSG00000241119,UGT1A9,2
ENSG00000244122,UGT1A7,2
ENSG00000167165,UGT1A6,2
ENSG00000224814,,2
ENSG00000288705,UGT1A5,2
ENSG00000244474,UGT1A4,2
ENSG00000233445,RPL17P11,2
ENSG00000288702,UGT1A3,2
ENSG00000248114,,2
ENSG00000293135,DNAJB3,2
ENSG00000227802,DNAJB3,2
ENSG00000228445,UGT1A2P,2
ENSG00000248705,,2
ENSG00000293136,,2
ENSG00000178836,,2
ENSG00000241635,UGT1A1,2
ENSG00000185038,MROH2A,2
ENSG00000123485,HJURP,2
ENSG00000293137,MSL3P1,2
ENSG00000224287,MSL3P1,2
ENSG00000144481,TRPM8,2
ENSG00000237581,,2
ENSG00000286059,,2
ENSG00000072080,SPP2,2
ENSG00000279218,,2
ENSG00000226442,,2
ENSG00000261298,,2
ENSG00000237784,RPS20P12,2
ENSG00000288040,,2
ENSG00000228162,,2
ENSG00000231682,LINC01891,2
ENSG00000232690,HSPE1P9,2
ENSG00000188042,ARL4C,2
ENSG00000280744,LINC01173,2
ENSG00000278593,,2
ENSG00000235726,,2
ENSG00000130147,SH3BP4,2
ENSG00000226542,,2
ENSG00000231032,CEP19P1,2
ENSG00000235293,,2
ENSG00000157985,AGAP1,2
ENSG00000235529,AGAP1-IT1,2
ENSG00000222007,,2
ENSG00000228499,TMSB10P1,2
ENSG00000238812,RNU7-127P,2
ENSG00000264676,RN7SL204P,2
ENSG00000207049,Y_RNA,2
ENSG00000168505,GBX2,2
ENSG00000233611,GBX2-AS1,2
ENSG00000182177,ASB18,2
ENSG00000200745,RNU1-31P,2
ENSG00000132321,IQCA1,2
ENSG00000270540,,2
ENSG00000232893,IQCA1-AS1,2
ENSG00000231546,RPL3P5,2
ENSG00000144476,ACKR3,2
ENSG00000232328,,2
ENSG00000227252,COPS8-DT,2
ENSG00000202341,RNU6-1051P,2
ENSG00000124835,,2
ENSG00000198612,COPS8,2
ENSG00000224844,,2
ENSG00000224132,,2
ENSG00000163359,COL6A3,2
ENSG00000222022,,2
ENSG00000222032,,2
ENSG00000115648,MLPH,2
ENSG00000289261,,2
ENSG00000277842,MIR6811,2
ENSG00000222449,RNU6-1140P,2
ENSG00000071677,PRLH,2
ENSG00000124839,RAB17,2
ENSG00000234949,RAB17-DT,2
ENSG00000227107,,2
ENSG00000124831,LRRFIP1,2
ENSG00000286864,,2
ENSG00000177483,RBM44,2
ENSG00000132329,RAMP1,2
ENSG00000263723,SNORD39,2
ENSG00000288857,,2
ENSG00000184182,UBE2F,2
ENSG00000258984,UBE2F-SCLY,2
ENSG00000251971,RNU6-1333P,2
ENSG00000132330,SCLY,2
ENSG00000144488,ESPNL,2
ENSG00000168427,KLHL30,2
ENSG00000279484,KLHL30-AS1,2
ENSG00000178752,ERFE,2
ENSG00000132323,ILKAP,2
ENSG00000186235,LINC02610,2
ENSG00000225057,,2
ENSG00000144485,HES6,2
ENSG00000132326,PER2,2
ENSG00000283635,,2
ENSG00000232306,,2
ENSG00000204104,TRAF3IP1,2
ENSG00000202099,RNU6-234P,2
ENSG00000065802,ASB1,2
ENSG00000229915,,2
ENSG00000274346,,2
ENSG00000225493,LINC01107,2
ENSG00000234279,LINC01937,2
ENSG00000286160,,2
ENSG00000224252,,2
ENSG00000286748,,2
ENSG00000226992,,2
ENSG00000233608,TWIST2,2
ENSG00000227744,LINC01940,2
ENSG00000068024,HDAC4,2
ENSG00000266109,MIR4440,2
ENSG00000264810,MIR4441,2
ENSG00000286307,,2
ENSG00000287405,,2
ENSG00000265215,MIR4269,2
ENSG00000264292,MIR2467,2
ENSG00000222020,HDAC4-AS1,2
ENSG00000286525,,2
ENSG00000288082,,2
ENSG00000286188,,2
ENSG00000196758,LINC02991,2
ENSG00000227459,,2
ENSG00000259889,,2
ENSG00000220256,,2
ENSG00000130414,NDUFA10,2
ENSG00000264279,MIR4786,2
ENSG00000182083,OR6B2,2
ENSG00000178586,OR6B3,2
ENSG00000231278,OR9S24P,2
ENSG00000213048,OR5S1P,2
ENSG00000172428,COPS9,2
ENSG00000178602,OTOS,2
ENSG00000286325,,2
ENSG00000286183,,2
ENSG00000227479,,2
ENSG00000276366,U3,2
ENSG00000063660,GPC1,2
ENSG00000218416,GPC1-AS1,2
ENSG00000207611,MIR149,2
ENSG00000144504,ANKMY1,2
ENSG00000287049,,2
ENSG00000188542,DUSP28,2
ENSG00000142327,RNPEPL1,2
ENSG00000260942,CAPN10-DT,2
ENSG00000142330,CAPN10,2
ENSG00000178623,GPR35,2
ENSG00000276949,,2
ENSG00000185176,AQP12B,2
ENSG00000219159,,2
ENSG00000184945,AQP12A,2
ENSG00000274977,,2
ENSG00000130294,KIF1A,2
ENSG00000172482,AGXT,2
ENSG00000172478,MAB21L4,2
ENSG00000226321,CROCC2,2
ENSG00000233392,UICLM,2
ENSG00000223991,TANAR,2
ENSG00000162804,SNED1,2
ENSG00000229996,,2
ENSG00000225521,SNED1-AS1,2
ENSG00000122085,MTERF4,2
ENSG00000289253,,2
ENSG00000115687,PASK,2
ENSG00000235861,,2
ENSG00000115685,PPP1R7,2
ENSG00000146205,ANO7,2
ENSG00000115677,HDLBP,2
ENSG00000168385,SEPTIN2,2
ENSG00000286588,,2
ENSG00000223374,,2
ENSG00000006607,FARP2,2
ENSG00000288080,,2
ENSG00000263752,MIR3133,2
ENSG00000224232,KCTD5P1,2
ENSG00000115694,STK25,2
ENSG00000289555,,2
ENSG00000234235,BOK-AS1,2
ENSG00000176720,BOK,2
ENSG00000273113,,2
ENSG00000176946,THAP4,2
ENSG00000207186,RNA5SP122,2
ENSG00000168397,ATG4B,2
ENSG00000168393,DTYMK,2
ENSG00000168395,ING5,2
ENSG00000235351,,2
ENSG00000180902,D2HGDH,2
ENSG00000215692,,2
ENSG00000234793,,2
ENSG00000154252,GAL3ST2,2
ENSG00000215023,,2
ENSG00000224272,,2
ENSG00000204099,NEU4,2
ENSG00000235151,,2
ENSG00000188389,PDCD1,2
ENSG00000188011,RTP5,2
ENSG00000233806,LINC01237,2
ENSG00000216921,FAM240C,2
ENSG00000280119,,2
ENSG00000226423,,2
ENSG00000287971,,2
ENSG00000232002,LINC01880,2
ENSG00000289556,,2
ENSG00000261186,LINC03100,2
ENSG00000291147,,2
ENSG00000220804,LINC01881,2
ENSG00000224160,CICP10,2
ENSG00000244528,SEPTIN14P2,2
ENSG00000271153,RPL23AP88,2
ENSG00000223587,LINC01986,3
ENSG00000224918,,3
ENSG00000224318,CHL1-AS2,3
ENSG00000287140,,3
ENSG00000134121,CHL1,3
ENSG00000252017,RNU6-1194P,3
ENSG00000231660,RPS8P6,3
ENSG00000234661,CHL1-AS1,3
ENSG00000287505,,3
ENSG00000224957,LINC01266,3
ENSG00000238075,RPSAP32,3
ENSG00000224239,,3
ENSG00000235158,,3
ENSG00000244169,RN7SL120P,3
ENSG00000134115,CNTN6,3
ENSG00000232563,CRB3P1,3
ENSG00000184423,RPL23AP38,3
ENSG00000214074,RPL23AP39,3
ENSG00000214073,RPL21P17,3
ENSG00000225044,,3
ENSG00000223040,RN7SKP144,3
ENSG00000288831,,3
ENSG00000144619,CNTN4,3
ENSG00000227588,CNTN4-AS2,3
ENSG00000286363,,3
ENSG00000230398,HINT2P1,3
ENSG00000225310,DNAJC19P4,3
ENSG00000237990,CNTN4-AS1,3
ENSG00000091181,IL5RA,3
ENSG00000253049,,3
ENSG00000072756,TRNT1,3
ENSG00000113851,CRBN,3
ENSG00000223727,,3
ENSG00000144455,SUMF1,3
ENSG00000175928,LRRN1,3
ENSG00000287720,,3
ENSG00000229241,PNPT1P1,3
ENSG00000286579,,3
ENSG00000170364,SETMAR,3
ENSG00000234325,MRPS10P2,3
ENSG00000231249,ITPR1-DT,3
ENSG00000150995,ITPR1,3
ENSG00000235947,EGOT,3
ENSG00000275981,,3
ENSG00000235978,,3
ENSG00000235831,BHLHE40-AS1,3
ENSG00000134107,BHLHE40,3
ENSG00000230182,RNF10P1,3
ENSG00000224082,UBTFL8,3
ENSG00000207283,Y_RNA,3
ENSG00000237566,CD24P5,3
ENSG00000134108,ARL8B,3
ENSG00000233912,,3
ENSG00000268509,,3
ENSG00000134109,EDEM1,3
ENSG00000265180,MIR4790,3
ENSG00000241227,RN7SL553P,3
ENSG00000230944,,3
ENSG00000229642,,3
ENSG00000226022,,3
ENSG00000232958,MTARC2P1,3
ENSG00000189229,,3
ENSG00000226258,GRM7-AS3,3
ENSG00000223719,YWHAQP10,3
ENSG00000196277,GRM7,3
ENSG00000236152,MRPS36P1,3
ENSG00000237665,GRM7-AS2,3
ENSG00000288030,,3
ENSG00000236202,GRM7-AS1,3
ENSG00000270207,,3
ENSG00000227110,LMCD1-AS1,3
ENSG00000228351,,3
ENSG00000231401,,3
ENSG00000253081,RNU4ATAC17P,3
ENSG00000071282,LMCD1,3
ENSG00000224884,,3
ENSG00000125046,SSUH2,3
ENSG00000291007,,3
ENSG00000215160,OR7E122P,3
ENSG00000182533,CAV3,3
ENSG00000180914,OXTR,3
ENSG00000070950,RAD18,3
ENSG00000281863,,3
ENSG00000199815,,3
ENSG00000196220,SRGAP3,3
ENSG00000224808,SRGAP3-AS1,3
ENSG00000287623,,3
ENSG00000228723,SRGAP3-AS2,3
ENSG00000227929,SRGAP3-AS3,3
ENSG00000235830,SRGAP3-AS4,3
ENSG00000254485,,3
ENSG00000214041,PGAM1P4,3
ENSG00000206573,THUMPD3-AS1,3
ENSG00000134077,THUMPD3,3
ENSG00000168137,SETD5,3
ENSG00000156959,LHFPL4,3
ENSG00000235338,DUSP5P2,3
ENSG00000163719,MTMR14,3
ENSG00000287878,,3
ENSG00000144550,CPNE9,3
ENSG00000156983,BRPF1,3
ENSG00000114026,OGG1,3
ENSG00000134072,CAMK1,3
ENSG00000171148,TADA3,3
ENSG00000241553,ARPC4,3
ENSG00000250151,ARPC4-TTLL3,3
ENSG00000214021,TTLL3,3
ENSG00000269886,,3
ENSG00000156990,RPUSD3,3
ENSG00000187288,CIDEC,3
ENSG00000171135,JAGN1,3
ENSG00000163701,IL17RE,3
ENSG00000163702,IL17RC,3
ENSG00000288550,,3
ENSG00000212327,RNU6-882P,3
ENSG00000163703,CRELD1,3
ENSG00000163704,PRRT3,3
ENSG00000230082,PRRT3-AS1,3
ENSG00000269982,,3
ENSG00000125037,EMC3,3
ENSG00000291224,,3
ENSG00000180385,EMC3-AS1,3
ENSG00000232901,CYCSP10,3
ENSG00000206567,,3
ENSG00000291078,,3
ENSG00000186162,CIDECP1,3
ENSG00000144554,FANCD2,3
ENSG00000201182,RNU6-670P,3
ENSG00000229217,CYCSP11,3
ENSG00000163705,FANCD2OS,3
ENSG00000254999,BRK1,3
ENSG00000134086,VHL,3
ENSG00000287086,,3
ENSG00000134070,IRAK2,3
ENSG00000157014,TATDN2,3
ENSG00000289763,,3
ENSG00000272410,,3
ENSG00000231177,LINC00852,3
ENSG00000157017,GHRL,3
ENSG00000240288,GHRLOS,3
ENSG00000276678,,3
ENSG00000157020,SEC13,3
ENSG00000157087,ATP2B2,3
ENSG00000264534,MIR378B,3
ENSG00000216135,MIR885,3
ENSG00000236999,ATP2B2-IT1,3
ENSG00000224771,ATP2B2-IT2,3
ENSG00000226567,LINC00606,3
ENSG00000230599,,3
ENSG00000132164,SLC6A11,3
ENSG00000286962,,3
ENSG00000157103,SLC6A1,3
ENSG00000232287,SLC6A1-AS1,3
ENSG00000287964,,3
ENSG00000196639,HRH1,3
ENSG00000288969,,3
ENSG00000285906,,3
ENSG00000213964,CHCHD4P4,3
ENSG00000197548,ATG7,3
ENSG00000226621,RPL13AP27,3
ENSG00000235240,,3
ENSG00000270531,CSTBP1,3
ENSG00000144560,VGLL4,3
ENSG00000271716,,3
ENSG00000272483,,3
ENSG00000144559,TAMM41,3
ENSG00000230342,FANCD2P2,3
ENSG00000224263,CYCSP12,3
ENSG00000225275,NUP210P2,3
ENSG00000231897,MARK2P14,3
ENSG00000251038,,3
ENSG00000263988,RN7SL147P,3
ENSG00000157152,SYN2,3
ENSG00000226642,ACTG1P12,3
ENSG00000157150,TIMP4,3
ENSG00000233026,MTCO1P5,3
ENSG00000288952,,3
ENSG00000236062,GSTM5P1,3
ENSG00000132170,PPARG,3
ENSG00000225026,PFDN1P1,3
ENSG00000154743,TSEN2,3
ENSG00000200114,RNA5SP123,3
ENSG00000251774,RNU6-377P,3
ENSG00000225526,MKRN2OS,3
ENSG00000075975,MKRN2,3
ENSG00000274514,Metazoa_SRP,3
ENSG00000132155,RAF1,3
ENSG00000290072,,3
ENSG00000233252,CRIP1P1,3
ENSG00000088726,TMEM40,3
ENSG00000213943,KRT18P17,3
ENSG00000144712,CAND2,3
ENSG00000289809,,3
ENSG00000272263,,3
ENSG00000144713,RPL32,3
ENSG00000207496,SNORA7A,3
ENSG00000250939,IFT122P1,3
ENSG00000232746,LINC02022,3
ENSG00000144711,IQSEC1,3
ENSG00000231362,RPL39P17,3
ENSG00000132182,NUP210,3
ENSG00000238138,,3
ENSG00000223398,PRR3P1,3
ENSG00000244502,HDAC11-AS1,3
ENSG00000163517,HDAC11,3
ENSG00000163520,FBLN2,3
ENSG00000224514,LINC00620,3
ENSG00000154764,WNT7A,3
ENSG00000233121,VN1R20P,3
ENSG00000290338,FGD5P1,3
ENSG00000275340,FGD5P1,3
ENSG00000292995,TPRXL,3
ENSG00000287059,,3
ENSG00000180438,TPRXL,3
ENSG00000224752,VN1R21P,3
ENSG00000163528,CHCHD4,3
ENSG00000170876,TMEM43,3
ENSG00000268279,,3
ENSG00000290044,,3
ENSG00000228242,XPC-AS1,3
ENSG00000154767,XPC,3
ENSG00000170860,LSM3,3
ENSG00000255021,,3
ENSG00000251576,LINC01267,3
ENSG00000199609,RNA5SP124,3
ENSG00000131389,SLC6A6,3
ENSG00000144596,GRIP2,3
ENSG00000207163,RNU6-905P,3
ENSG00000234123,RHBDF1P1,3
ENSG00000283392,,3
ENSG00000235629,LINC02922,3
ENSG00000154781,CCDC174,3
ENSG00000131379,C3orf20,3
ENSG00000230172,,3
ENSG00000285969,,3
ENSG00000260902,LINC02011,3
ENSG00000154783,FGD5,3
ENSG00000225733,FGD5-AS1,3
ENSG00000177463,NR2C2,3
ENSG00000131368,MRPS25,3
ENSG00000289750,,3
ENSG00000131381,RBSN,3
ENSG00000228874,RPS24P10,3
ENSG00000227578,RPS3AP53,3
ENSG00000230524,COL6A4P1,3
ENSG00000290932,,3
ENSG00000291281,COL6A4P1,3
ENSG00000131375,CAPN7,3
ENSG00000224660,SH3BP5-AS1,3
ENSG00000131370,SH3BP5,3
ENSG00000201162,RNU6-454P,3
ENSG00000226427,HMGN2P7,3
ENSG00000206562,METTL6,3
ENSG00000144597,EAF1,3
ENSG00000206926,RNU6-1024P,3
ENSG00000249786,EAF1-AS1,3
ENSG00000293553,,3
ENSG00000206561,COLQ,3
ENSG00000263573,MIR4270,3
ENSG00000288077,,3
ENSG00000241064,RN7SL110P,3
ENSG00000131373,HACL1,3
ENSG00000169814,BTD,3
ENSG00000206560,ANKRD28,3
ENSG00000264354,MIR3134,3
ENSG00000279465,,3
ENSG00000270409,,3
ENSG00000290787,,3
ENSG00000263740,RN7SL4P,3
ENSG00000287042,,3
ENSG00000207815,MIR563,3
ENSG00000224728,IMPDH1P8,3
ENSG00000286689,,3
ENSG00000131386,GALNT15,3
ENSG00000285654,,3
ENSG00000154813,DPH3,3
ENSG00000154814,OXNAD1,3
ENSG00000270739,THAP5P2,3
ENSG00000131378,RFTN1,3
ENSG00000271964,,3
ENSG00000272498,,3
ENSG00000272529,,3
ENSG00000287377,,3
ENSG00000288050,,3
ENSG00000233570,LINC00690,3
ENSG00000269391,,3
ENSG00000092345,DAZL,3
ENSG00000229271,,3
ENSG00000224039,CDYLP1,3
ENSG00000154822,PLCL2,3
ENSG00000283885,MIR3714,3
ENSG00000226441,PLCL2-AS1,3
ENSG00000285731,,3
ENSG00000131374,TBC1D5,3
ENSG00000231780,RBISP6,3
ENSG00000227309,RPL31P19,3
ENSG00000271841,RNU7-10P,3
ENSG00000233133,NPEPPSP2,3
ENSG00000286352,,3
ENSG00000213383,PP1P,3
ENSG00000214286,PDCL3P3,3
ENSG00000226238,,3
ENSG00000274840,BALR6,3
ENSG00000182568,SATB1,3
ENSG00000272477,,3
ENSG00000228956,SATB1-AS1,3
ENSG00000236570,RAD23BP1,3
ENSG00000251761,RNU6-138P,3
ENSG00000183960,KCNH8,3
ENSG00000271898,MIR4791,3
ENSG00000287069,,3
ENSG00000163576,EFHB,3
ENSG00000232953,HSPA8P18,3
ENSG00000144566,RAB5A,3
ENSG00000289138,,3
ENSG00000183977,PP2D1,3
ENSG00000201545,RNU4-85P,3
ENSG00000230697,SAP18P3,3
ENSG00000229468,RPL39P18,3
ENSG00000114166,KAT2B,3
ENSG00000266745,MIR3135A,3
ENSG00000129810,SGO1,3
ENSG00000231304,SGO1-AS1,3
ENSG00000199577,RNU6-822P,3
ENSG00000261734,,3
ENSG00000206807,RNU6-815P,3
ENSG00000282987,,3
ENSG00000236380,VENTXP7,3
ENSG00000151789,ZNF385D,3
ENSG00000225542,ZNF385D-AS1,3
ENSG00000223351,ZNF385D-AS2,3
ENSG00000293339,,3
ENSG00000132967,HMGB1P5,3
ENSG00000234723,FCRL4P1,3
ENSG00000271235,RRBP1P2,3
ENSG00000226183,RANP7,3
ENSG00000231915,SALL4P5,3
ENSG00000215016,RPL24P7,3
ENSG00000233153,UBE2E2-DT,3
ENSG00000182247,UBE2E2,3
ENSG00000206728,Y_RNA,3
ENSG00000228171,C11orf98P3,3
ENSG00000252562,RNU6-922P,3
ENSG00000212269,RNU6-788P,3
ENSG00000223791,UBE2E1-AS1,3
ENSG00000170142,UBE2E1,3
ENSG00000231395,ARL4AP4,3
ENSG00000197885,NKIRAS1,3
ENSG00000174748,RPL15,3
ENSG00000174738,NR1D2,3
ENSG00000224074,LINC00691,3
ENSG00000242109,NPM1P23,3
ENSG00000151090,THRB,3
ENSG00000289130,,3
ENSG00000229756,RPL31P20,3
ENSG00000224822,THRB-IT1,3
ENSG00000228791,THRB-AS1,3
ENSG00000272554,,3
ENSG00000265028,,3
ENSG00000233544,EIF3KP2,3
ENSG00000077092,RARB,3
ENSG00000244404,RN7SL216P,3
ENSG00000201713,RNA5SP125,3
ENSG00000213877,CFL1P7,3
ENSG00000201962,RNA5SP126,3
ENSG00000229421,H3P10,3
ENSG00000272166,,3
ENSG00000077097,TOP2B,3
ENSG00000275227,,3
ENSG00000283971,MIR4442,3
ENSG00000238225,CRIP1P2,3
ENSG00000151092,NGLY1,3
ENSG00000213872,RPL32P11,3
ENSG00000213871,TAF9BP1,3
ENSG00000151093,OXSM,3
ENSG00000230891,LINC00692,3
ENSG00000234158,RPEP2,3
ENSG00000237603,HMGB3P12,3
ENSG00000230465,VENTXP4,3
ENSG00000225386,LRRC3B-AS1,3
ENSG00000179796,LRRC3B,3
ENSG00000163491,NEK10,3
ENSG00000224237,MICOS10P3,3
ENSG00000207251,RNU6-342P,3
ENSG00000287348,,3
ENSG00000033867,SLC4A7,3
ENSG00000227523,RPS20P15,3
ENSG00000230807,UBA52P4,3
ENSG00000201033,RNU1-96P,3
ENSG00000232167,,3
ENSG00000238912,Y_RNA,3
ENSG00000223968,RPS27P11,3
ENSG00000293322,,3
ENSG00000271943,TPM4P2,3
ENSG00000232766,KIAA1143P2,3
ENSG00000272282,LINC02084,3
ENSG00000163508,EOMES,3
ENSG00000225548,LINC01980,3
ENSG00000229243,LINC01981,3
ENSG00000235493,LINC01967,3
ENSG00000187118,CMC1,3
ENSG00000163512,AZI2,3
ENSG00000206559,ZCWPW2,3
ENSG00000283563,,3
ENSG00000234048,CIAO2AP1,3
ENSG00000230480,RPL34P11,3
ENSG00000144642,RBMS3,3
ENSG00000235904,RBMS3-AS3,3
ENSG00000215004,MESTP4,3
ENSG00000226216,RPS12P5,3
ENSG00000203506,RBMS3-AS2,3
ENSG00000227795,MTND4LP9,3
ENSG00000235593,RBMS3-AS1,3
ENSG00000287774,,3
ENSG00000199927,,3
ENSG00000281710,U3,3
ENSG00000289450,,3
ENSG00000227260,LINC01985,3
ENSG00000227549,,3
ENSG00000163513,TGFBR2,3
ENSG00000224618,KLHL25P1,3
ENSG00000261468,,3
ENSG00000144644,GADL1,3
ENSG00000265376,MIR466,3
ENSG00000213854,CNN2P6,3
ENSG00000222983,RNA5SP127,3
ENSG00000230111,H3P11,3
ENSG00000227339,THRAP3P1,3
ENSG00000288926,,3
ENSG00000163527,STT3B,3
ENSG00000144645,OSBPL10,3
ENSG00000232490,OSBPL10-AS1,3
ENSG00000223965,ZNF587P1,3
ENSG00000197385,ZNF860,3
ENSG00000235670,RPL21P40,3
ENSG00000201701,,3
ENSG00000252398,Y_RNA,3
ENSG00000251590,NIFKP7,3
ENSG00000152642,GPD1L,3
ENSG00000236732,RPL21P137,3
ENSG00000237433,RPSAP11,3
ENSG00000261572,,3
ENSG00000170293,CMTM8,3
ENSG00000270377,SMIM11P2,3
ENSG00000234737,KRT18P15,3
ENSG00000153551,CMTM7,3
ENSG00000091317,CMTM6,3
ENSG00000276147,MIR548AY,3
ENSG00000213849,RPL31P18,3
ENSG00000144635,DYNC1LI1,3
ENSG00000226955,POLE4P1,3
ENSG00000231552,IGBP1P3,3
ENSG00000237676,RPL30P4,3
ENSG00000182973,CNOT10,3
ENSG00000251224,CNOT10-AS1,3
ENSG00000213842,SUGT1P2,3
ENSG00000227337,RPL23AP43,3
ENSG00000206557,TRIM71,3
ENSG00000183813,CCR4,3
ENSG00000170266,GLB1,3
ENSG00000223899,SEC13P1,3
ENSG00000235424,SUMO2P10,3
ENSG00000188167,TMPPE,3
ENSG00000275090,RN7SL296P,3
ENSG00000170275,CRTAP,3
ENSG00000272149,,3
ENSG00000173705,SUSD5,3
ENSG00000230119,,3
ENSG00000289460,,3
ENSG00000153558,FBXL2,3
ENSG00000153560,UBP1,3
ENSG00000252700,RNU7-110P,3
ENSG00000202175,RNA5SP128,3
ENSG00000163539,CLASP2,3
ENSG00000238008,COX6CP10,3
ENSG00000228112,,3
ENSG00000227707,SDAD1P3,3
ENSG00000271643,PDCD6IP-DT,3
ENSG00000170248,PDCD6IP,3
ENSG00000226320,LINC01811,3
ENSG00000287981,,3
ENSG00000236452,,3
ENSG00000227498,,3
ENSG00000287641,,3
ENSG00000235534,FECHP1,3
ENSG00000228767,KRT8P18,3
ENSG00000212442,RNU6-243P,3
ENSG00000289420,,3
ENSG00000172995,ARPP21,3
ENSG00000230830,ARPP21-AS1,3
ENSG00000207625,MIR128-2,3
ENSG00000226489,RPL36AP17,3
ENSG00000236158,RFC3P1,3
ENSG00000144681,STAC,3
ENSG00000231382,NBPF21P,3
ENSG00000201315,RN7SKP227,3
ENSG00000163673,DCLK3,3
ENSG00000230067,HSPD1P6,3
ENSG00000292977,,3
ENSG00000279727,LINC02033,3
ENSG00000281100,,3
ENSG00000168016,TRANK1,3
ENSG00000234073,CBX3P10,3
ENSG00000210181,RNU6ATAC4P,3
ENSG00000272334,,3
ENSG00000236165,PRADC1P1,3
ENSG00000178567,EPM2AIP1,3
ENSG00000076242,MLH1,3
ENSG00000224858,RPL29P11,3
ENSG00000093167,LRRFIP2,3
ENSG00000206645,Y_RNA,3
ENSG00000225558,UBE2D3P2,3
ENSG00000199594,RNU6-1301P,3
ENSG00000224080,UBE2FP1,3
ENSG00000290046,,3
ENSG00000271993,,3
ENSG00000231449,RPS16P4,3
ENSG00000271653,,3
ENSG00000270194,GOLGA4-AS1,3
ENSG00000144674,GOLGA4,3
ENSG00000230409,TCEA1P2,3
ENSG00000222208,RNA5SP129,3
ENSG00000198590,APRG1,3
ENSG00000144668,ITGA9,3
ENSG00000239105,RNU7-73P,3
ENSG00000235257,ITGA9-AS1,3
ENSG00000235482,RPL21P135,3
ENSG00000236411,NDUFAF4P3,3
ENSG00000288972,,3
ENSG00000144677,CTDSPL,3
ENSG00000290076,,3
ENSG00000199075,MIR26A1,3
ENSG00000136059,VILL,3
ENSG00000187091,PLCD1,3
ENSG00000200579,Y_RNA,3
ENSG00000008226,DLEC1,3
ENSG00000231668,PPP2R2DP1,3
ENSG00000060971,ACAA1,3
ENSG00000201965,Y_RNA,3
ENSG00000172936,MYD88,3
ENSG00000172939,OXSR1,3
ENSG00000172940,SLC22A13,3
ENSG00000237982,CDC42P7,3
ENSG00000144671,SLC22A14,3
ENSG00000199514,RNU6-235P,3
ENSG00000230123,DLEC1P1,3
ENSG00000093217,XYLB,3
ENSG00000229589,ACVR2B-AS1,3
ENSG00000114739,ACVR2B,3
ENSG00000157036,EXOG,3
ENSG00000207512,Y_RNA,3
ENSG00000230683,DDTP1,3
ENSG00000232439,RPL18AP7,3
ENSG00000183873,SCN5A,3
ENSG00000185313,SCN10A,3
ENSG00000231243,,3
ENSG00000168356,SCN11A,3
ENSG00000206708,RNU6-1227P,3
ENSG00000114742,WDR48,3
ENSG00000114745,GORASP1,3
ENSG00000168026,TTC21A,3
ENSG00000284158,MIR6822,3
ENSG00000144655,CSRNP1,3
ENSG00000284669,,3
ENSG00000283849,,3
ENSG00000214305,Metazoa_SRP,3
ENSG00000287620,,3
ENSG00000168334,XIRP1,3
ENSG00000287995,,3
ENSG00000215034,DSTNP4,3
ENSG00000287958,,3
ENSG00000168329,CX3CR1,3
ENSG00000270367,ADAD1P1,3
ENSG00000287780,,3
ENSG00000179934,CCR8,3
ENSG00000228168,HNRNPA1P21,3
ENSG00000238267,CENPPP1,3
ENSG00000223668,EEF1A1P24,3
ENSG00000144659,SLC25A38,3
ENSG00000168028,RPSA,3
ENSG00000206760,SNORA6,3
ENSG00000202363,SNORA62,3
ENSG00000286781,,3
ENSG00000168314,MOBP,3
ENSG00000285885,,3
ENSG00000289279,,3
ENSG00000230757,NFU1P1,3
ENSG00000170011,MYRIP,3
ENSG00000201570,RNU4-56P,3
ENSG00000280739,EIF1B-AS1,3
ENSG00000265327,RN7SL411P,3
ENSG00000202517,,3
ENSG00000114784,EIF1B,3
ENSG00000291315,,3
ENSG00000230274,PGAM1P3,3
ENSG00000168032,ENTPD3,3
ENSG00000188846,RPL14,3
ENSG00000177873,ZNF619,3
ENSG00000177842,ZNF620,3
ENSG00000199906,RNU5B-2P,3
ENSG00000172888,ZNF621,3
ENSG00000234067,RPL5P10,3
ENSG00000226845,EEF1GP3,3
ENSG00000226302,,3
ENSG00000289169,,3
ENSG00000229072,HMGN2P24,3
ENSG00000231873,,3
ENSG00000234287,RPS27P4,3
ENSG00000287415,,3
ENSG00000233096,,3
ENSG00000233919,,3
ENSG00000275256,MRPS31P1,3
ENSG00000168036,CTNNB1,3
ENSG00000168038,ULK4,3
ENSG00000252409,,3
ENSG00000222942,RN7SKP58,3
ENSG00000223513,ATP6V0E1P2,3
ENSG00000251986,Y_RNA,3
ENSG00000212145,U8,3
ENSG00000234270,RPL36P20,3
ENSG00000235339,GEMIN2P2,3
ENSG00000182606,TRAK1,3
ENSG00000229339,RPL7AP83,3
